#doc name topic proportion ...
0	0,foo,the	3	0.18440711704489834	36	0.18339249781101086	26	0.15411992966461274	13	0.09625929138429606	4	0.08226001314130665	11	0.07716435445315278	19	0.06994929589798422	37	0.03158068891128374	15	0.023335813736306273	39	0.0183766943242061	5	0.010216905039893207	1	0.008216326512270418	17	0.005867341289082935	10	0.005094240836679312	34	0.0048525064458515635	38	0.0037748311581913344	29	0.003566509535267857	35	0.0035102927522345927	27	0.0026847341770077325	14	0.0024278097251475457	31	0.0023829436108693345	21	0.002204860845522583	32	0.001828870391872929	6	0.0017587886704794316	8	0.0017264859110605693	18	0.0016723540001484548	33	0.0016431253724085663	23	0.0016238864673918639	9	0.0014370272726372444	0	0.001409653277643687	20	0.0014004057867223745	24	0.0013051601401230307	16	0.0011913174559294638	25	0.001179741975441913	12	0.0011590578284171333	28	0.001099565628834195	30	0.0010791119371080053	22	0.0010774568973266844	7	9.140640954520701E-4	2	8.489285939262283E-4	
1	1,foo,one	3	0.3427900012086978	36	0.2206219769050767	4	0.10180844897023919	17	0.06375406784130537	5	0.04310902973262032	15	0.042040193687638394	33	0.03883807191335317	31	0.03160269377873557	1	0.026904632984757072	34	0.01762506118230619	30	0.01574537574515685	19	0.01203292888157231	29	0.009380539894172058	12	0.008181287628467558	10	0.0025376541710254393	13	0.0023272992103260644	38	0.0018804010922548482	35	0.001748623461240815	39	0.001550286618528404	27	0.001337378247475877	14	0.0012093934450678255	21	0.0010983332945087617	32	9.110367426653776E-4	6	8.761261095978647E-4	8	8.600347556939252E-4	18	8.330693895254015E-4	23	8.089256867437228E-4	26	7.344502278828683E-4	9	7.158433158535761E-4	0	7.022071854074326E-4	20	6.976006238685625E-4	24	6.501547884411208E-4	16	5.934449917027214E-4	25	5.876787613098912E-4	28	5.477395737234477E-4	22	5.367262909743957E-4	37	5.2383541012227E-4	7	4.5533351067880836E-4	2	4.2288679635412173E-4	11	4.1922594492793176E-4	
2	2,foo,descended	20	0.1932181556331791	36	0.12563061201754383	34	0.11143632336894863	39	0.09374749738392407	26	0.09284974370849165	5	0.06417238956842543	19	0.06344562355467374	4	0.06182644882970378	33	0.034370348919868954	15	0.02952657895303162	38	0.027171450603036575	1	0.021238685780622688	3	0.017410410342555315	22	0.01732544534702176	27	0.009839076471781318	23	0.009257562538192762	17	0.0032162398823075435	10	0.0027924573911344117	13	0.0025609809072723922	29	0.0019550167005457256	35	0.001924200927142015	14	0.0013308273850035587	31	0.0013062335904727646	21	0.0012086158000562538	32	0.0010025129959386613	6	9.64097022457466E-4	8	9.463899524179508E-4	18	9.167170218343827E-4	9	7.8772039983751E-4	0	7.727150796935839E-4	24	7.154361556012186E-4	16	6.530321870620847E-4	25	6.466869754633996E-4	12	6.353487601943493E-4	28	6.02737535525884E-4	30	5.91525646557946E-4	37	5.764331796805715E-4	7	5.010530756491609E-4	2	4.6534842043312525E-4	11	4.6131998671680914E-4	
3	3,foo,girl	34	0.21765295810295246	39	0.1291030148715418	27	0.08904286052465728	4	0.07480569469472777	3	0.07235000990378948	19	0.06838005201104272	36	0.06385301053458935	38	0.04180736069319872	30	0.032432902470890146	5	0.029235007350736072	17	0.026964730002941768	10	0.0265612062140711	21	0.025053079349193853	15	0.020147662552401413	35	0.017767042699932276	18	0.016807721040440062	33	0.016792465006670556	31	0.00921120337113434	1	0.004288554216365814	13	0.002438554542608051	29	0.0018615581406532169	14	0.0012672078717619443	32	9.545883818687159E-4	6	9.180088640850188E-4	8	9.0114827134943E-4	23	8.475959598529109E-4	26	7.695602402891548E-4	9	7.500638344760916E-4	0	7.357758358829152E-4	20	7.309490600577124E-4	24	6.812351010634961E-4	16	6.218143218902724E-4	25	6.157724398427163E-4	12	6.049762420768929E-4	28	5.739239800981045E-4	22	5.623842130764998E-4	37	5.488770903478472E-4	7	4.771004931127502E-4	2	4.4310268043008924E-4	11	4.392668238992489E-4	
4	4,foo,he	21	0.23984976197963015	34	0.20012875144638123	39	0.13335292655421593	26	0.09132149430659871	20	0.06659253906830451	36	0.0494955907041033	5	0.04665676967641065	27	0.026136513370590687	18	0.025590701451902002	19	0.02125289275638476	15	0.020810898701806795	3	0.017123845747651783	10	0.010976186276744312	14	0.009538613797252102	30	0.008811480508545511	1	0.0044297281206627	4	0.0032009866296111834	17	0.003163302561425836	13	0.002518828744180957	38	0.002035152291869333	29	0.001922838333821527	35	0.0018925297690044218	31	0.0012847337928035341	32	9.86012251561345E-4	6	9.482285812632375E-4	8	9.308129586539072E-4	33	8.858701826251186E-4	23	8.754977712517424E-4	9	7.747550088538788E-4	0	7.599966670064913E-4	24	7.036605186072938E-4	16	6.42283680825732E-4	25	6.360429074887293E-4	12	6.248913122361851E-4	28	5.928168481725854E-4	22	5.808972062833855E-4	37	5.66945445768846E-4	7	4.928060516661811E-4	2	4.5768907301013705E-4	11	4.5372694482328856E-4	
5	5,foo,consultations	39	0.5070496533502112	23	0.09743707917563653	20	0.052722300869322364	3	0.05264050464916158	10	0.047086993073858975	5	0.04214757041933659	13	0.03944700696600285	26	0.03788968324354168	1	0.033738902501721665	15	0.01879960452914838	18	0.015683134843791486	34	0.009797647318550548	29	0.009171326012513834	36	0.007540416760974006	19	0.004330236165914949	4	0.00289162345182898	17	0.002857581405443329	38	0.0018384625667517036	35	0.0017096239680333806	27	0.0013075507431364376	14	0.001182420381688835	31	0.001160569160227683	21	0.0010738372021205822	32	8.907179192909677E-4	6	8.565858969577621E-4	8	8.408534280060065E-4	33	8.002542002701106E-4	9	6.998778852431412E-4	0	6.865458809788189E-4	24	6.356544069595649E-4	16	5.802094070065894E-4	25	5.745717806660451E-4	12	5.644979446620883E-4	28	5.355233555047395E-4	30	5.255617585445999E-4	22	5.247557016490906E-4	37	5.121523257008929E-4	7	4.4517822193286267E-4	2	4.1345516564145624E-4	11	4.0987596206770206E-4	
6	6,foo,else	39	0.24207002624950022	18	0.12110039677877851	34	0.11430565130594234	24	0.07797962050438828	17	0.046213366226879035	5	0.04007615033832182	1	0.038951277026562016	4	0.03766980493892359	10	0.03719580939307045	31	0.0356713174286455	36	0.034453934877297906	16	0.02641843446963454	30	0.026355344222582653	35	0.019139471467378877	14	0.01853081939459567	21	0.018405461033944425	32	0.01819405137371503	19	0.01358208350010015	29	0.010588218161397258	15	0.0045382590324209255	13	0.0026269225485720162	38	0.002122489453735362	27	0.001509556252447615	6	9.88921159120256E-4	8	9.707581570362272E-4	33	9.238866926628776E-4	23	9.130691563842663E-4	26	8.290055081310551E-4	9	8.08003087577578E-4	0	7.926114016330684E-4	20	7.874117778270056E-4	3	6.929787348124746E-4	25	6.633382517177643E-4	12	6.517080934193355E-4	28	6.182571757749005E-4	22	6.058260106462747E-4	37	5.912755199181573E-4	7	5.139544846728308E-4	2	4.773304850133061E-4	11	4.731983248184495E-4	
7	7,foo,being	39	0.2610957666492153	19	0.18058941204037757	15	0.16340519436526457	1	0.14674988772959108	29	0.05215949748013308	26	0.04264526292890428	21	0.02631085618984993	5	0.02233532225210264	9	0.01752254732636663	36	0.01685423699510456	4	0.01162196805011642	10	0.011159870854398972	34	0.011027361809773916	24	0.009082849618865779	17	0.0032162398823075435	13	0.0025609809072723922	38	0.0020692102132428953	35	0.001924200927142015	27	0.0014716630085167587	14	0.0013308273850035587	31	0.0013062335904727646	32	0.0010025129959386613	6	9.64097022457466E-4	8	9.463899524179508E-4	18	9.167170218343827E-4	33	9.006950668107226E-4	23	8.901490749282022E-4	0	7.727150796935839E-4	20	7.676459780942373E-4	3	6.755834160261967E-4	16	6.530321870620847E-4	25	6.466869754633996E-4	12	6.353487601943493E-4	28	6.02737535525884E-4	30	5.91525646557946E-4	22	5.906184204926422E-4	37	5.764331796805715E-4	7	5.010530756491609E-4	2	4.6534842043312525E-4	11	4.6131998671680914E-4	
8	8,foo,to	39	0.22902984073953928	31	0.11886096483978491	23	0.10278609411546266	5	0.0993584697077709	19	0.09867730067734666	4	0.0657899299294566	15	0.05120143099824058	33	0.040056413775792235	30	0.03976664151037868	21	0.032502570111201175	10	0.018302151000178755	35	0.017488368568768373	36	0.015796809503007814	13	0.0102427516650714	27	0.009221777097082495	14	0.009089777439280036	26	0.008599935356747981	28	0.008407367630006964	1	0.004221288710204814	17	0.003014454392183142	34	0.0024930643451764427	38	0.0019393888652313575	29	0.0018323598038101584	32	9.396157669868124E-4	6	9.036099949586093E-4	8	8.870138587851424E-4	18	8.592025949491854E-4	9	7.382991648616662E-4	0	7.242352719714631E-4	20	7.194842035997814E-4	24	6.705500026420268E-4	3	6.331976065992715E-4	16	6.120612319233808E-4	25	6.061141161382035E-4	12	5.954872555593886E-4	22	5.535632778985826E-4	37	5.402680129199508E-4	7	4.696172238010502E-4	2	4.3615266311034006E-4	11	4.323769715717303E-4	
9	9,foo,decorated	5	0.18354055274888953	19	0.13425875080777455	25	0.11397574667239821	28	0.08964393418426243	18	0.0818513164262754	15	0.07714891234141198	36	0.06488697324075132	1	0.03674371334037351	23	0.03324703613684608	10	0.026991308043665344	26	0.025071308001907898	38	0.01819505494879836	35	0.018054741892135063	4	0.011245582303057024	17	0.011208508447621144	34	0.010670232811056316	13	0.010574470503118211	27	0.009520430943568147	31	0.009360359075538711	21	0.00926590270707877	12	0.00871120133028981	29	0.0018917020865168973	39	0.0016507009002670555	14	0.0012877275883639828	32	9.700458955916296E-4	6	9.328740508858175E-4	8	9.157404369732092E-4	33	8.715254129162713E-4	9	7.622095113297932E-4	0	7.476901492101777E-4	20	7.427852140914275E-4	24	6.922662440390741E-4	3	6.53704163936925E-4	16	6.318832726509208E-4	30	5.723686654490302E-4	22	5.714908205486777E-4	37	5.577649789052543E-4	7	4.848261134529666E-4	2	4.5027777903122626E-4	11	4.463798090218535E-4	
